DeliveryKey,DateKey,ShipmentKey,StatusKey,DistanceKm,OnTimeFlag
127883,20231020,31029,2,300.45,1
127884,20230805,1166,1,226.49,1
127885,20250827,17046,1,298.68,1
127886,20240718,24054,1,14.63,1
127887,20251216,18825,1,169.51,1
127888,20231115,30016,1,213.3,1
127889,20240227,31141,1,126.44,1
127890,20250407,23065,3,393.84,1
127891,20230705,12547,1,411.5,1
127892,20230517,33871,1,57.49,0
127893,20250422,6446,1,138.83,1
127894,20230411,29461,3,417.6,1
127895,20240613,30882,1,378.82,1
127896,20250716,4320,1,102.94,0
127897,20240802,16964,1,93.99,1
127898,20240521,917,1,156.55,1
127899,20250713,19101,4,430.24,1
127900,20231111,17940,1,225.51,1
127901,20250215,31659,1,314.88,1
127902,20240317,8019,1,363.03,1
127903,20240714,28431,1,177.31,1
127904,20230602,15085,1,415.75,0
127905,20240818,18822,2,220.23,1
127906,20250223,15270,1,169.94,1
127907,20241220,12992,3,284.75,1
127908,20240822,24033,1,302.92,1
127909,20230316,475,1,102.41,1
127910,20250305,26074,1,186.58,1
127911,20230717,22274,1,199.73,1
127912,20240204,10310,1,18.25,1
127913,20240725,19740,1,114.46,1
127914,20250429,17337,1,315.2,1
127915,20230106,26236,1,273.01,1
127916,20230808,623,1,35.66,0
127917,20250814,33880,1,129.9,1
127918,20230208,2970,1,314.56,1
127919,20230323,34832,1,192.43,1
127920,20251111,28890,1,384.8,1
127921,20230308,21107,1,278.78,1
127922,20230602,19005,1,354.35,1
127923,20250821,24823,1,143.87,1
127924,20240815,25275,1,35.8,1
127925,20250907,8113,1,156.5,1
127926,20240522,11912,1,277.45,0
127927,20251129,13933,4,219.4,1
127928,20250428,18610,1,26.15,1
127929,20240502,21676,1,367.45,1
127930,20240426,30340,1,115.67,1
127931,20240628,14113,1,409.84,1
127932,20230828,2534,1,229.98,1
127933,20240808,24875,1,58.5,1
127934,20241118,30579,1,419.91,1
127935,20250707,29066,1,284.6,1
127936,20250306,9833,1,380.79,1
127937,20251130,6013,1,210.55,1
127938,20240416,27950,1,347.19,1
127939,20240720,18798,1,296.8,1
127940,20251016,15738,1,192.78,1
127941,20230116,6361,1,197.2,1
127942,20230519,18407,1,187.66,1
127943,20230129,6369,1,158.83,1
127944,20240422,25717,1,274.4,1
127945,20240322,34959,1,200.03,1
127946,20241124,15560,1,199.43,1
127947,20230111,18152,1,173.6,1
127948,20241105,5822,1,266.99,1
127949,20251114,21992,1,412.2,1
127950,20230627,33113,1,448.65,1
127951,20240522,8670,1,105.46,1
127952,20250711,20332,3,287.2,1
127953,20230702,12424,1,145.86,1
127954,20240902,17989,1,418.61,1
127955,20240526,16858,3,419.14,1
127956,20250617,25490,1,139.67,1
127957,20250604,33725,1,72.22,1
127958,20250912,27931,1,403.88,1
127959,20241030,32067,2,201.6,1
127960,20231126,3340,1,379.67,1
127961,20251004,17792,3,416.35,1
127962,20230817,14985,1,258.13,1
127963,20250804,12954,1,205.99,1
127964,20250101,9799,1,185.12,1
127965,20240311,32299,1,237.4,1
127966,20240514,23576,1,83.76,1
127967,20240131,21254,1,317.67,1
127968,20240601,25847,1,444.45,1
127969,20251006,3022,1,282.19,1
127970,20230925,9055,1,374.89,1
127971,20241016,15241,1,442.02,1
127972,20250817,25401,2,251.23,1
127973,20231109,7696,1,361.34,0
127974,20241007,26959,1,392.13,0
127975,20231020,23281,1,255.94,1
127976,20230801,6382,1,298.33,1
127977,20230429,6093,1,171.81,0
127978,20241127,12048,1,264.69,1
127979,20240304,23375,1,329.1,1
127980,20241115,28172,1,126.74,1
127981,20240513,9110,1,107.86,1
127982,20250409,4648,1,121.01,1
127983,20230811,34634,1,51.1,1
127984,20240422,28159,1,185.0,1
127985,20230309,33427,3,232.28,1
127986,20250925,15064,1,359.34,1
127987,20240316,2325,3,332.64,1
127988,20251008,6860,1,385.05,1
127989,20240409,17323,1,259.09,1
127990,20250725,16997,1,53.71,1
127991,20240904,16154,1,40.55,1
127992,20240517,4714,1,242.97,1
127993,20240316,18414,1,36.83,1
127994,20250803,31485,1,144.35,1
127995,20240729,16321,1,405.72,1
127996,20250607,4320,1,330.16,0
127997,20230227,11975,1,47.67,1
127998,20250624,28713,1,383.73,1
127999,20231228,32272,1,93.55,1
128000,20250702,10350,2,22.61,1
128001,20240830,2385,1,439.72,1
128002,20240205,11193,1,325.4,1
128003,20251015,1700,1,155.37,1
128004,20240209,20114,1,212.88,1
128005,20250810,27723,1,196.47,1
128006,20240608,22201,1,135.96,1
128007,20231026,15421,1,277.53,1
128008,20230126,10421,1,349.14,1
128009,20230503,1193,1,312.14,1
128010,20250708,3957,3,101.81,1
128011,20230824,34671,1,107.73,1
128012,20240830,3610,1,127.37,1
128013,20240524,32256,1,114.55,1
128014,20250619,23459,1,17.73,1
128015,20240408,30002,1,232.73,1
128016,20230522,19938,1,408.98,1
128017,20250806,29228,1,239.59,1
128018,20230211,13177,1,251.1,1
128019,20250808,29379,1,254.32,1
128020,20230224,20602,1,293.87,1
128021,20240807,25514,2,172.49,1
128022,20250707,33190,1,270.67,1
128023,20251007,30167,4,134.41,1
128024,20230329,26475,1,257.31,1
128025,20251222,23309,1,192.26,1
128026,20230610,16729,1,73.13,1
128027,20230721,16844,1,318.9,1
128028,20240613,4890,1,432.38,1
128029,20250217,13182,1,417.12,1
128030,20230304,6175,1,212.96,1
128031,20231111,34837,2,156.62,1
128032,20240629,16414,1,129.77,1
128033,20251006,18331,1,117.02,1
128034,20250808,19806,1,120.97,1
128035,20231101,12198,1,101.11,1
128036,20250217,17136,1,317.12,1
128037,20250411,16147,1,269.84,1
128038,20230201,9815,1,132.62,1
128039,20230730,15885,1,48.37,1
128040,20240512,9707,1,382.24,0
128041,20250713,28394,1,326.66,1
128042,20250908,20282,1,102.26,1
128043,20230501,25741,3,20.81,1
128044,20250429,26112,1,368.11,1
128045,20240131,10304,1,237.16,1
128046,20240227,19985,1,146.43,1
128047,20230629,16503,1,220.34,0
128048,20240814,27821,1,110.76,1
128049,20231110,26881,1,69.84,1
128050,20230116,23057,1,255.09,0
128051,20250716,28181,1,227.45,1
128052,20230214,11566,1,155.05,1
128053,20250208,707,2,178.35,1
128054,20230413,33288,1,10.24,1
128055,20231014,5914,1,273.41,1
128056,20230429,31986,1,101.67,1
128057,20240815,20200,1,377.52,1
128058,20240325,31582,1,203.68,1
128059,20251209,34657,1,14.56,1
128060,20250205,23011,1,109.49,1
128061,20231208,13431,1,40.4,1
128062,20230421,4989,1,259.86,1
128063,20250607,15471,1,367.49,0
128064,20251108,10749,1,99.35,1
128065,20230614,32254,1,328.82,1
128066,20230404,19146,1,236.31,1
128067,20240209,28640,4,178.92,1
128068,20251009,33315,1,326.11,1
128069,20230910,22938,1,107.53,1
128070,20230929,14440,1,209.9,1
128071,20230425,34057,1,381.43,1
128072,20240406,12570,1,301.41,1
128073,20230915,25184,2,171.12,1
128074,20250109,20860,1,139.12,1
128075,20240303,2374,3,333.59,1
128076,20250606,4256,1,403.71,1
128077,20251017,19884,1,217.57,1
128078,20250618,15158,1,281.3,1
128079,20241230,20816,1,290.68,1
128080,20230824,11547,2,331.81,1
128081,20231124,11213,1,59.86,0
128082,20231020,17030,4,217.09,1
128083,20250909,33620,3,350.55,1
128084,20250708,4926,1,235.15,1
128085,20230914,25435,1,63.36,1
128086,20240915,27221,1,141.42,0
128087,20231124,12402,1,160.53,1
128088,20250610,11750,1,262.86,1
128089,20250116,32476,1,271.98,0
128090,20250103,23597,1,158.32,1
128091,20240404,22158,1,228.58,1
128092,20251018,20550,1,178.35,1
128093,20250621,4244,3,287.11,1
128094,20250314,22167,1,255.14,1
128095,20250327,24281,1,227.76,1
128096,20251126,26570,1,405.32,1
128097,20251115,26202,1,266.88,0
128098,20240912,7637,1,110.55,1
128099,20231217,5479,1,37.86,1
128100,20250412,32547,1,160.78,1
128101,20240223,14575,1,230.63,1
128102,20240828,24809,2,107.79,1
128103,20241230,11076,1,373.23,1
128104,20240514,32067,1,137.94,1
128105,20251217,14053,1,202.35,1
128106,20230925,19175,1,254.28,1
128107,20231103,33354,1,53.65,1
128108,20250924,4301,1,339.73,0
128109,20250917,24451,1,216.35,1
128110,20240805,20626,1,247.76,1
128111,20240129,23275,1,111.82,1
128112,20251201,20985,1,444.95,1
128113,20251129,15726,1,133.78,1
128114,20230419,25098,1,279.04,1
128115,20240814,33321,1,52.69,1
128116,20240920,17604,1,267.38,1
128117,20230923,27756,3,251.54,1
128118,20231118,30728,1,106.22,1
128119,20241230,21068,1,111.27,1
128120,20230922,22952,1,310.82,1
128121,20250902,14946,1,137.61,1
128122,20230320,24639,1,105.03,1
128123,20231222,26537,4,86.97,1
128124,20230731,29552,3,283.55,1
128125,20231122,34229,1,109.51,1
128126,20251230,2518,1,35.41,1
128127,20230821,27710,1,152.86,1
128128,20240625,34475,1,164.59,1
128129,20230627,10628,1,351.96,1
128130,20230930,22829,1,364.79,0
128131,20230802,31674,1,203.52,1
128132,20230318,14314,1,291.88,1
128133,20240223,34125,1,277.45,1
128134,20230114,32484,1,223.34,1
128135,20250823,2365,1,114.46,1
128136,20250823,29179,1,386.75,1
128137,20230329,239,1,27.52,1
128138,20230328,32635,1,295.64,1
128139,20240206,22438,1,349.98,1
128140,20251007,3893,1,421.45,1
128141,20230910,11301,2,208.26,1
128142,20230307,17931,1,222.7,1
128143,20241212,34501,1,111.17,1
128144,20240907,17890,1,169.45,1
128145,20240917,9808,1,103.74,1
128146,20241201,30699,1,233.94,1
128147,20230621,2340,2,80.53,1
128148,20230719,3765,1,330.89,0
128149,20240623,13740,1,438.75,0
128150,20231113,9568,1,415.16,1
128151,20231115,5351,1,169.71,0
128152,20240323,28950,1,70.43,1
128153,20230210,31941,1,344.02,1
128154,20251101,32347,1,271.95,1
128155,20230610,15999,4,432.88,1
128156,20250329,31412,2,231.35,1
128157,20231108,27448,1,180.45,1
128158,20230901,29296,1,135.27,1
128159,20251128,13161,1,65.39,1
128160,20230910,8346,1,123.46,1
128161,20230623,33633,1,76.94,0
128162,20240502,7229,1,164.31,1
128163,20240101,26435,1,86.3,1
128164,20250312,31660,1,352.04,1
128165,20240229,30987,1,26.85,1
128166,20231105,10154,1,28.31,0
128167,20230902,20900,1,134.94,1
128168,20230814,23832,3,206.08,1
128169,20240909,15625,1,100.75,1
128170,20250520,9695,1,431.86,1
128171,20240424,2675,1,10.65,1
128172,20250218,32421,4,150.24,1
128173,20230504,13174,1,374.93,1
128174,20240216,13872,2,156.72,1
128175,20231010,7550,1,379.98,1
128176,20250509,3782,1,221.12,1
128177,20250627,22365,1,88.97,1
128178,20240513,12299,1,248.84,1
128179,20240904,8030,1,440.28,1
128180,20240508,18156,1,217.02,1
128181,20251008,15248,1,91.91,1
128182,20230420,23970,1,73.17,1
128183,20240612,10050,1,309.84,1
128184,20251007,17265,1,427.97,1
128185,20240607,32339,1,234.89,1
128186,20250830,16085,1,163.07,1
128187,20230926,4329,4,99.57,1
128188,20230817,13915,1,439.9,1
128189,20240831,18657,1,267.7,1
128190,20250426,1697,1,238.44,1
128191,20240428,14119,4,183.8,1
128192,20240923,927,1,420.86,1
128193,20230809,20439,1,376.52,0
128194,20250512,14063,1,142.05,1
128195,20251114,10899,1,114.96,1
128196,20250715,30611,1,17.33,1
128197,20240115,5639,1,310.5,1
128198,20230112,27087,1,262.27,1
128199,20240403,23353,1,33.66,0
128200,20230712,16918,1,164.61,1
128201,20250708,760,1,424.65,1
128202,20230913,19721,1,131.54,1
128203,20230202,20615,1,215.79,1
128204,20230618,16599,1,42.84,1
128205,20240809,5111,2,355.03,1
128206,20240203,31469,1,166.5,0
128207,20240808,21780,1,184.16,1
128208,20230714,6606,1,165.75,1
128209,20241227,500,1,257.57,1
128210,20241105,23152,1,327.73,1
128211,20230218,22176,1,54.78,1
128212,20240828,17405,1,53.48,1
128213,20231219,16857,1,63.33,1
128214,20250518,22768,1,80.0,1
128215,20231124,15530,2,144.92,1
128216,20240326,22746,1,222.86,1
128217,20250222,2388,4,156.03,1
128218,20251026,13930,1,366.15,1
128219,20240718,32592,4,92.96,1
128220,20250611,28528,1,180.64,1
128221,20230808,12899,1,74.92,1
128222,20250411,2153,1,224.33,1
128223,20231112,16049,1,388.91,1
128224,20250321,28141,1,446.82,1
128225,20240316,23031,1,64.66,1
128226,20250910,15775,3,166.48,1
128227,20250603,33674,4,46.78,1
128228,20230908,9968,1,122.16,1
128229,20250727,17418,1,96.75,1
128230,20240520,26628,1,45.3,1
128231,20251212,13877,1,245.4,1
128232,20230509,9673,1,152.83,1
128233,20231229,28423,1,318.24,1
128234,20230215,28955,1,261.23,1
128235,20251007,34704,1,125.56,0
128236,20250115,12191,1,286.94,0
128237,20240815,1539,1,211.0,1
128238,20230227,31156,1,175.26,0
128239,20250815,29108,1,45.97,1
128240,20251219,8471,1,277.72,0
128241,20240314,16690,1,72.79,1
128242,20230504,12233,1,378.77,1
128243,20250803,18269,1,85.59,1
128244,20250211,3763,1,306.58,1
128245,20240802,31112,1,281.59,1
128246,20241209,10366,1,282.41,1
128247,20240501,27932,1,309.78,1
128248,20240107,15124,1,139.17,1
128249,20250402,29990,1,208.87,1
128250,20241227,13893,1,78.49,1
128251,20250330,6420,1,397.64,1
128252,20251103,8331,1,153.31,1
128253,20240420,30716,1,282.62,1
128254,20240713,21199,1,233.14,1
128255,20250522,29127,1,141.91,1
128256,20230404,28494,1,256.38,1
128257,20240206,12507,1,443.02,0
128258,20240617,2349,1,165.3,1
128259,20230929,23256,1,166.42,1
128260,20240723,34914,1,442.49,1
128261,20230406,11654,1,61.31,1
128262,20240815,25011,1,441.91,1
128263,20251004,19355,1,327.7,1
128264,20251111,3440,1,27.86,1
128265,20240304,31770,1,151.44,1
128266,20230214,471,1,264.82,1
128267,20230428,25839,1,116.32,1
128268,20241121,22864,1,421.0,1
128269,20230609,14030,1,423.01,1
128270,20230726,17637,1,303.78,1
128271,20240809,14964,1,41.25,1
128272,20251128,34252,2,360.98,1
128273,20240101,9321,1,18.19,1
128274,20250514,25627,1,40.83,0
128275,20230226,33711,3,129.64,1
128276,20250313,17277,1,169.88,1
128277,20250714,18587,1,161.94,1
128278,20250418,16447,1,353.64,1
128279,20250612,15736,1,388.21,0
128280,20250306,34803,1,229.03,1
128281,20231220,17707,1,65.73,1
128282,20240605,2081,1,132.37,1
128283,20251022,7570,1,436.93,1
128284,20230830,26086,1,323.01,1
128285,20240805,2002,1,13.07,0
128286,20230325,8203,1,369.91,1
128287,20241112,11010,1,267.13,1
128288,20250425,14598,1,241.41,1
128289,20250924,1153,1,417.52,0
128290,20231125,21660,3,316.07,1
128291,20230909,27917,1,442.42,1
128292,20250305,15034,1,188.09,1
128293,20231004,10856,1,385.39,1
128294,20231116,8511,1,87.5,1
128295,20240726,20381,1,328.87,1
128296,20230613,18994,1,167.61,1
128297,20251112,5383,1,179.84,0
128298,20250518,1920,1,199.95,1
128299,20250419,8892,1,303.63,1
128300,20241002,28114,1,206.37,1
128301,20250617,26590,1,390.55,1
128302,20231119,34991,1,372.28,1
128303,20230106,19309,1,328.77,1
128304,20230201,28640,1,320.22,1
128305,20230904,7429,1,437.4,1
128306,20250824,23998,1,308.13,1
128307,20250306,15755,2,383.38,1
128308,20230513,2282,1,371.5,1
128309,20250331,26362,1,340.71,1
128310,20240814,24896,1,287.01,0
128311,20250703,28137,1,265.94,1
128312,20240714,410,1,172.06,1
128313,20230705,9715,1,301.78,0
128314,20250413,29254,4,125.7,1
128315,20250326,29237,1,155.48,0
128316,20250417,3944,1,415.99,1
128317,20240928,19633,1,161.76,1
128318,20230903,19034,1,193.46,1
128319,20230821,10440,1,362.9,1
128320,20240114,10335,1,381.57,1
128321,20230627,16332,1,164.92,1
128322,20240120,16115,1,369.51,1
128323,20230309,24294,1,319.48,1
128324,20230626,34298,1,265.43,1
128325,20230211,5109,1,85.56,1
128326,20250708,17056,1,345.36,1
128327,20250809,5564,2,154.53,1
128328,20230305,10505,1,156.07,1
128329,20240111,30623,1,169.11,1
128330,20250505,532,1,352.99,1
128331,20241224,22044,1,238.08,1
128332,20250330,31984,1,70.08,0
128333,20230713,32027,1,278.1,1
128334,20251017,32567,1,260.93,1
128335,20251005,22705,3,400.83,1
128336,20230615,28239,1,424.93,1
128337,20250103,1002,1,58.13,1
128338,20250827,3257,1,362.77,1
128339,20250506,10979,1,385.67,1
128340,20230606,22820,1,381.57,1
128341,20250821,13489,1,132.9,0
128342,20240602,31593,1,242.72,1
128343,20240713,21425,4,110.56,1
128344,20240206,10965,1,174.55,1
128345,20240614,16725,1,169.72,1
128346,20250805,32793,1,306.09,1
128347,20241004,20647,1,292.79,1
128348,20250508,13610,1,144.74,1
128349,20250502,7651,1,89.95,1
128350,20250719,8347,3,251.54,1
128351,20230216,26074,1,176.63,1
128352,20250508,25497,1,10.47,1
128353,20250323,7682,2,231.07,1
128354,20250328,28929,4,225.01,1
128355,20240217,22317,1,45.45,1
128356,20240801,28133,1,388.2,1
128357,20250702,20160,1,244.49,1
128358,20251116,26287,1,143.78,1
128359,20240317,21008,1,408.77,1
128360,20240124,32802,1,142.26,1
128361,20241202,25152,4,168.85,1
128362,20230303,16231,1,70.85,1
128363,20250718,26177,1,293.35,1
128364,20240813,5905,1,243.45,1
128365,20231217,6953,1,396.53,1
128366,20240812,5670,1,401.45,1
128367,20230324,8930,1,267.68,1
128368,20250616,10840,1,198.25,1
128369,20251025,9118,1,52.04,1
128370,20250822,5568,1,34.25,1
128371,20250303,26307,1,333.88,1
128372,20241212,3560,1,359.86,1
128373,20241005,23334,4,225.21,1
128374,20230806,28825,1,212.98,1
128375,20240317,30308,1,101.83,0
128376,20240505,25968,1,330.51,1
128377,20250315,5119,2,142.09,1
128378,20250807,31604,1,398.55,1
128379,20230104,15591,1,60.75,1
128380,20231211,23081,1,224.82,1
128381,20241026,10063,1,445.75,1
128382,20240927,28879,1,144.05,1
128383,20240103,3617,1,25.23,1
128384,20230423,28954,1,380.8,1
128385,20230521,2019,1,179.19,1
128386,20251104,34934,1,82.54,1
128387,20250311,11710,1,163.41,1
128388,20251101,26382,1,279.35,1
128389,20230404,29129,1,73.25,1
128390,20240603,2802,1,209.56,1
128391,20240924,1357,1,35.91,1
128392,20250323,18167,1,373.46,1
128393,20230224,3551,1,248.99,1
128394,20230725,14646,1,370.98,1
128395,20240403,22726,1,344.96,1
128396,20240507,3294,1,366.05,1
128397,20230721,24652,1,217.22,1
128398,20240326,9414,2,329.23,1
128399,20240607,2151,1,225.51,1
128400,20250116,15113,1,262.17,1
128401,20240705,30611,1,129.84,1
128402,20251228,18673,1,79.72,1
128403,20230307,13633,1,112.94,1
128404,20231006,8822,1,48.82,1
128405,20240111,27975,3,96.91,1
128406,20230911,9538,2,163.6,1
128407,20250405,2839,1,155.66,0
128408,20250428,1024,1,123.7,1
128409,20241201,3387,1,254.63,1
128410,20251006,31966,3,44.35,0
128411,20240108,20344,1,115.12,0
128412,20250125,18667,1,369.61,1
128413,20250224,7648,1,109.14,1
128414,20240316,6634,1,183.0,1
128415,20231022,29234,1,307.65,1
128416,20250218,28866,1,316.16,1
128417,20240201,20585,1,341.64,1
128418,20250620,5261,1,410.11,0
128419,20250121,27087,1,199.65,1
128420,20240528,762,1,42.41,1
128421,20230507,9284,1,215.53,1
128422,20230304,27697,1,368.75,1
128423,20251105,17833,1,212.84,1
128424,20240305,10981,1,254.0,1
128425,20250429,22381,1,61.17,1
128426,20240927,31734,1,193.36,1
128427,20230303,25832,1,243.62,1
128428,20240415,353,1,218.36,1
128429,20231017,17597,1,389.24,1
128430,20250107,9526,1,115.68,1
128431,20250615,19794,1,109.67,1
128432,20250203,23925,4,29.69,1
128433,20251130,34037,4,377.88,1
128434,20231219,33762,2,105.83,1
128435,20251025,29016,1,220.26,1
128436,20250930,139,1,436.78,1
128437,20250528,19909,1,424.34,1
128438,20250302,33048,1,379.59,1
128439,20240420,9952,1,141.67,1
128440,20250914,7632,1,246.83,1
128441,20230405,20546,1,238.51,1
128442,20230604,34493,1,61.57,1
128443,20251215,6728,1,45.3,1
128444,20240115,27677,1,55.68,1
128445,20230912,22184,1,107.18,1
128446,20240215,11234,1,383.24,1
128447,20230302,30497,1,228.73,1
128448,20240309,22394,1,325.62,1
128449,20230923,30939,1,186.43,1
128450,20240301,21050,1,41.18,1
128451,20250911,16429,1,184.34,1
128452,20230429,34350,1,371.81,0
128453,20231118,8804,1,252.69,1
128454,20230306,389,1,301.37,1
128455,20240630,5641,1,404.01,0
128456,20230128,11988,1,297.41,1
128457,20231216,4820,1,177.21,1
128458,20230803,23235,1,159.08,1
128459,20230321,16795,2,421.33,1
128460,20250430,14894,1,281.93,1
128461,20240930,17606,1,339.83,1
128462,20250103,15224,1,267.03,1
128463,20240628,4913,1,53.75,1
128464,20241117,9144,1,373.91,1
128465,20240706,14889,1,268.32,1
128466,20240503,1130,1,387.02,1
128467,20240916,18068,3,16.77,1
128468,20250225,11678,1,181.67,1
128469,20230406,7419,1,82.24,1
128470,20250307,6141,1,440.43,1
128471,20241011,23151,1,209.25,1
128472,20250225,22036,1,131.54,1
128473,20240124,22386,1,278.98,1
128474,20250402,30621,1,399.81,1
128475,20250331,30480,1,260.63,1
128476,20230323,34361,1,142.7,1
128477,20230305,11976,1,255.28,0
128478,20251024,4737,1,397.83,1
128479,20241012,12946,1,139.8,1
128480,20231001,29410,1,207.4,1
128481,20250210,12533,1,373.1,1
128482,20240812,12832,1,186.35,1
128483,20231221,28802,1,158.8,1
128484,20251012,33588,1,240.02,1
128485,20230327,20426,1,14.82,1
128486,20241210,15882,1,283.52,1
128487,20230122,26956,1,225.35,1
128488,20250716,14345,1,198.44,1
128489,20240516,32781,1,180.44,1
128490,20251108,11387,1,329.8,1
128491,20241020,24679,1,346.34,1
128492,20241015,412,1,25.36,1
128493,20250531,3354,1,309.99,1
128494,20240725,12232,1,183.75,1
128495,20231129,16541,1,266.84,0
128496,20251003,32968,1,372.1,1
128497,20230329,53,1,132.99,1
128498,20241231,21591,1,89.2,1
128499,20231118,6011,1,388.15,1
128500,20230520,8279,1,303.01,1
128501,20240628,30403,1,346.77,1
128502,20250309,34580,1,441.84,1
128503,20241029,1339,1,445.72,1
128504,20250320,26877,1,55.23,1
128505,20240817,11457,1,406.77,1
128506,20250121,20704,1,120.03,0
128507,20251103,8228,1,74.32,1
128508,20250611,2298,1,136.17,1
128509,20230207,21645,1,443.22,1
128510,20240731,22804,1,65.2,1
128511,20230226,28966,1,42.94,1
128512,20230218,5110,1,261.83,1
128513,20250223,20266,1,399.08,1
128514,20231223,7724,1,347.8,1
128515,20250910,4959,1,306.84,1
128516,20250112,13320,1,275.04,1
128517,20250416,34822,1,226.67,1
128518,20251219,5267,1,402.95,1
128519,20250324,12060,1,425.95,1
128520,20240330,6176,1,404.96,1
128521,20251222,2545,1,147.76,1
128522,20240505,11130,1,116.55,1
128523,20230502,32394,1,163.49,1
128524,20250528,34675,1,436.88,1
128525,20251124,14311,1,113.19,1
128526,20240316,26077,1,196.78,1
128527,20230729,4701,1,395.12,1
128528,20241027,10633,1,313.16,1
128529,20240317,30341,1,376.8,1
128530,20250322,9488,1,233.29,1
128531,20240123,16091,1,288.76,1
128532,20240428,17682,1,390.2,1
128533,20240722,31060,1,431.74,1
128534,20250513,22400,1,111.71,1
128535,20240907,20136,1,364.99,1
128536,20241218,34785,1,44.06,0
128537,20250626,18472,1,350.31,1
128538,20240503,2334,1,356.73,1
128539,20240717,18694,1,117.0,1
128540,20250706,13415,1,269.44,1
128541,20250219,23129,1,29.12,1
128542,20241028,18113,1,445.97,1
128543,20250811,25914,1,52.68,1
128544,20250711,13438,2,368.33,1
128545,20250512,19571,1,324.2,1
128546,20240822,11980,1,415.95,1
128547,20240510,33583,1,441.27,1
128548,20240715,18259,3,203.1,1
128549,20240624,33022,1,277.63,1
128550,20231112,17401,1,273.71,1
128551,20240808,28522,2,366.65,1
128552,20230730,22639,1,359.02,0
128553,20230303,14312,1,100.04,0
128554,20230206,7838,1,440.96,1
128555,20230923,15644,1,99.03,1
128556,20240107,26149,2,30.54,1
128557,20250517,2424,1,427.61,1
128558,20230312,15778,1,111.47,0
128559,20231224,13208,1,348.58,1
128560,20241130,17686,1,102.58,1
128561,20250124,8681,1,395.35,1
128562,20231024,3744,1,30.65,1
128563,20240205,15481,2,134.27,1
128564,20251029,20209,1,245.46,1
128565,20231010,31077,1,14.49,1
128566,20250315,23223,1,345.85,1
128567,20250903,13265,1,442.34,1
128568,20240310,31195,1,43.44,1
128569,20240617,29458,1,163.48,1
128570,20240509,15402,1,111.01,1
128571,20230508,19548,1,358.0,1
128572,20251202,32485,1,93.86,1
128573,20250523,33738,2,172.85,1
128574,20251020,12058,3,61.62,1
128575,20251025,17162,1,146.41,1
128576,20230616,34779,1,281.01,1
128577,20240503,9694,1,42.47,1
128578,20230820,23146,1,259.68,1
128579,20241231,27985,1,28.16,1
128580,20240227,17983,1,300.4,1
128581,20230208,16677,1,134.42,1
128582,20240104,1442,2,139.49,1
128583,20230314,33251,1,77.8,1
128584,20250903,11201,1,126.51,1
128585,20250913,5501,2,302.09,1
128586,20230117,11236,1,272.54,1
128587,20240331,26741,1,230.15,1
128588,20230115,3176,1,89.78,1
128589,20240220,17497,1,135.27,1
128590,20230311,31049,1,143.8,0
128591,20251001,30883,1,84.73,1
128592,20251214,4632,1,82.14,1
128593,20240603,29989,1,359.31,1
128594,20241028,13359,1,221.48,1
128595,20250727,4402,1,30.26,1
128596,20251206,10751,1,348.85,1
128597,20230523,22006,1,12.62,1
128598,20240503,19816,1,348.18,1
128599,20250813,14848,1,375.03,1
128600,20240731,6245,2,192.36,1
128601,20240115,8006,4,185.68,1
128602,20240611,9154,1,260.01,1
128603,20251117,16554,1,195.99,1
128604,20231031,24227,1,359.86,0
128605,20240212,14112,1,173.37,1
128606,20230424,3177,1,376.85,1
128607,20240318,9453,1,221.71,1
128608,20230127,25381,1,55.81,1
128609,20250404,12217,1,114.38,1
128610,20230905,10854,1,188.81,1
128611,20250705,17008,1,424.39,1
128612,20250412,5371,1,136.93,0
128613,20250101,25422,1,378.68,1
128614,20240803,34784,1,185.51,1
128615,20240108,31220,1,161.39,1
128616,20241028,13681,1,122.21,1
128617,20250419,10011,1,228.55,1
128618,20230601,23295,2,54.13,0
128619,20230721,22325,1,336.06,1
128620,20240421,8257,1,234.5,1
128621,20241016,1270,1,345.17,1
128622,20240703,31247,1,376.03,1
128623,20251016,19608,1,70.56,1
128624,20250607,28816,1,361.95,1
128625,20250411,5083,1,360.28,1
128626,20230305,19702,1,316.75,1
128627,20230325,826,1,25.4,1
128628,20231211,9590,1,235.01,1
128629,20230715,15888,1,184.54,1
128630,20230607,17923,1,314.42,1
128631,20231108,19664,1,349.44,1
128632,20240709,2061,1,223.46,1
128633,20230116,16862,1,439.78,0
128634,20250127,29922,1,388.22,0
128635,20250223,16442,1,246.07,1
128636,20230330,4443,1,240.26,1
128637,20250223,15603,1,413.5,1
128638,20240320,27946,1,356.85,1
128639,20230417,16440,1,126.06,1
128640,20230103,5359,1,63.54,1
128641,20240206,21333,1,213.55,1
128642,20231024,1744,1,143.44,1
128643,20241125,5706,1,126.81,1
128644,20250209,20241,1,231.4,1
128645,20240624,31334,1,140.84,1
128646,20241015,6710,1,44.66,1
128647,20230219,2209,1,132.03,1
128648,20230816,17244,1,268.34,1
128649,20240216,34820,1,393.02,1
128650,20230609,28793,1,420.6,1
128651,20231227,26954,1,43.2,1
128652,20240120,32337,1,345.59,1
128653,20240202,29401,2,240.97,1
128654,20241004,12965,1,31.83,1
128655,20251105,13324,1,71.45,1
128656,20240802,3007,1,235.44,1
128657,20250308,5420,1,250.18,1
128658,20250313,33234,1,385.99,0
