ShipmentKey,DateKey,VehicleKey,DriverKey,TotalWeightKg,FreightCost
12965,20250821,53,9,5726.53,251.24
12966,20250615,8,46,3305.23,273.26
12967,20230805,85,26,9793.66,961.48
12968,20240914,90,64,1102.29,1018.1
12969,20231219,37,34,2006.56,440.15
12970,20241122,82,99,12226.8,661.5
12971,20241105,4,27,14228.37,1406.68
12972,20240922,84,84,3204.64,195.5
12973,20231121,83,88,7156.18,411.3
12974,20250619,97,27,16252.12,1252.82
12975,20231104,23,41,4418.53,1060.36
12976,20241015,9,83,17866.47,848.07
12977,20231012,38,18,11450.7,927.74
12978,20240127,45,50,12070.09,313.64
12979,20231226,45,43,3425.65,1009.97
12980,20250207,18,41,1702.13,652.84
12981,20250307,46,76,7573.41,1494.98
12982,20250720,2,104,2348.9,137.69
12983,20230614,48,18,2445.74,1429.42
12984,20250102,17,61,19003.76,428.13
12985,20240803,16,72,1825.97,568.84
12986,20250331,45,100,9068.48,184.55
12987,20230504,48,102,15242.83,989.77
12988,20231210,24,53,6049.76,901.55
12989,20240607,95,80,10207.4,1210.4
12990,20251211,65,53,7520.47,783.2
12991,20230509,92,13,14410.59,1041.96
12992,20241018,33,26,12391.17,1433.0
12993,20250107,4,112,6523.09,676.9
12994,20250727,1,90,12817.48,763.29
12995,20230312,33,119,560.19,806.47
12996,20230930,74,56,13584.82,853.42
12997,20251023,62,85,15743.62,450.8
12998,20230122,3,61,634.22,422.81
12999,20230615,45,116,13383.01,643.01
13000,20250524,21,50,11220.25,1307.35
13001,20240512,64,21,6016.11,1247.88
13002,20240309,73,8,4360.44,159.31
13003,20250127,57,97,19170.13,1229.91
13004,20230822,40,70,9891.29,512.56
13005,20250416,62,64,9430.0,168.8
13006,20241024,43,50,17008.84,651.57
13007,20241225,88,2,7962.92,235.64
13008,20240111,46,72,16211.09,436.73
13009,20241230,72,70,11566.95,1147.67
13010,20231030,24,6,4610.39,173.82
13011,20240209,24,22,7339.72,720.08
13012,20241208,10,89,948.66,380.18
13013,20250705,99,46,9078.63,700.97
13014,20230121,68,95,18764.51,1329.3
13015,20230914,57,61,12823.14,1235.88
13016,20240203,44,35,11769.41,675.4
13017,20230220,73,114,17458.39,317.98
13018,20240322,75,62,2882.89,1443.51
13019,20250406,48,69,16030.04,784.1
13020,20240817,77,86,14102.67,306.03
13021,20250328,27,57,10824.58,446.65
13022,20240927,30,112,8010.23,1260.4
13023,20251208,46,25,1191.49,399.34
13024,20250213,12,82,12551.4,231.72
13025,20250830,60,73,11601.46,528.79
13026,20240201,19,25,6052.14,1140.79
13027,20241113,68,93,5853.84,651.48
13028,20251116,54,118,7473.55,364.8
13029,20241211,34,33,8951.16,1358.53
13030,20240612,87,107,14892.96,837.95
13031,20241115,90,8,10490.23,1439.76
13032,20240904,7,104,3429.72,1423.57
13033,20230705,82,120,17882.46,951.86
13034,20241126,42,13,9844.73,735.48
13035,20230803,68,61,17996.9,680.68
13036,20230804,53,8,12453.58,703.22
13037,20230129,8,112,11598.8,144.01
13038,20230412,22,117,7017.01,1055.63
13039,20230503,26,114,19439.44,538.1
13040,20230223,77,105,19673.95,565.77
13041,20240907,63,108,7575.45,1198.51
13042,20240710,46,27,15896.29,1472.15
13043,20230424,81,54,5763.75,256.99
13044,20250504,44,3,12469.04,399.24
13045,20241106,62,33,13581.94,222.8
13046,20250903,36,95,19695.96,1206.51
13047,20241201,41,28,6120.44,1112.98
13048,20231019,79,85,14265.74,994.08
13049,20230918,82,52,5286.84,368.53
13050,20240717,27,29,1204.32,861.02
13051,20230218,70,93,6057.86,939.11
13052,20251026,98,61,15835.1,1430.04
13053,20240114,41,116,18769.84,1045.45
13054,20230812,5,73,1009.52,1313.32
13055,20251112,57,61,2685.29,1272.93
13056,20251004,76,22,7711.54,1155.81
13057,20241018,29,72,9324.04,614.02
13058,20230420,12,57,18598.69,1329.39
13059,20241224,25,45,906.43,1160.85
13060,20240706,34,81,17055.54,1120.07
13061,20251002,75,87,10531.99,293.36
13062,20241128,87,103,4687.54,1398.01
13063,20241226,24,30,4324.17,102.98
13064,20231102,82,79,1474.68,533.47
13065,20250816,63,14,5300.15,1048.16
13066,20250811,63,89,19504.35,309.45
13067,20240912,10,80,16060.41,1181.87
13068,20240921,5,113,19266.72,301.24
13069,20250526,95,48,3527.03,102.13
13070,20240709,89,18,11208.55,139.79
13071,20230308,53,32,18676.21,401.94
13072,20250414,81,110,13372.86,862.81
13073,20230725,28,38,890.52,205.95
13074,20250224,65,116,1858.66,603.26
13075,20230604,45,53,8726.16,366.78
13076,20251208,66,15,7994.68,1331.29
13077,20250221,49,37,17849.01,474.55
13078,20240807,40,49,15715.02,1012.89
13079,20241208,66,33,3076.98,1127.51
13080,20230628,91,13,2245.21,293.06
13081,20251207,8,71,17405.01,270.05
13082,20251231,27,64,9270.29,1372.61
13083,20230423,17,19,3801.4,321.25
13084,20250126,68,85,18022.5,871.32
13085,20250615,44,56,14547.21,945.36
13086,20250331,31,37,3696.66,547.59
13087,20230608,5,58,12322.36,774.83
13088,20250224,60,9,9651.05,525.14
13089,20251119,89,4,5496.97,1257.81
13090,20230908,92,95,12025.9,313.76
13091,20230423,19,71,9083.97,524.16
13092,20230916,42,13,11452.21,809.25
13093,20230417,23,63,6214.13,520.03
13094,20240728,100,104,14641.65,1306.9
13095,20250917,77,119,8819.34,1353.18
13096,20240302,17,63,16355.88,1227.78
13097,20250508,94,61,12357.76,1339.66
13098,20250706,58,36,5247.31,702.25
13099,20240918,87,8,7145.78,855.09
13100,20240419,49,90,6089.31,988.16
13101,20240705,3,27,7506.42,1194.07
13102,20231210,77,112,3844.21,588.77
13103,20240919,96,26,9774.25,186.23
13104,20230516,45,45,1457.6,1316.99
13105,20231004,35,42,7285.1,1181.29
13106,20230131,2,14,8824.73,795.49
13107,20230904,47,84,15398.43,216.53
13108,20240215,3,106,17317.41,708.25
13109,20230127,29,109,15572.17,174.55
13110,20230314,74,92,2097.82,857.66
13111,20241103,20,72,13406.71,205.16
13112,20240420,34,120,17120.49,1139.77
13113,20231014,79,52,10813.61,268.96
13114,20230731,40,69,18742.15,610.89
13115,20240205,65,53,17730.92,524.15
13116,20241016,90,117,17623.22,396.11
13117,20251123,63,51,19299.01,1426.78
13118,20240512,56,77,15424.64,1157.25
13119,20250427,32,2,13875.12,1150.74
13120,20230408,66,48,15179.11,648.03
13121,20240101,96,78,7480.18,1120.92
13122,20240407,41,49,662.73,786.9
13123,20230128,29,59,1356.64,750.23
13124,20241213,84,67,17127.29,1244.27
13125,20230930,87,80,8495.23,585.8
13126,20250405,51,9,7567.06,226.17
13127,20230721,12,103,12447.89,168.86
13128,20240325,44,2,3229.53,1283.6
13129,20230119,10,75,11107.01,1217.04
13130,20231107,83,88,16795.58,875.74
13131,20240216,74,43,8796.2,583.35
13132,20250111,83,93,10600.76,429.46
13133,20240915,90,14,3707.33,1261.37
13134,20250101,88,112,14869.99,261.56
13135,20240926,9,40,11457.79,1288.91
13136,20240512,29,55,11261.85,523.75
13137,20230901,29,59,4899.69,407.62
13138,20241120,92,86,18387.45,1400.62
13139,20240730,61,47,7216.04,651.03
13140,20240529,64,112,19243.41,1436.09
13141,20230726,3,34,7163.34,1001.64
13142,20250805,87,36,18056.08,947.35
13143,20240129,4,33,11391.14,634.02
13144,20251110,55,103,1749.74,464.88
13145,20241218,14,63,19109.31,249.14
13146,20230721,77,107,6985.3,922.04
13147,20230430,28,18,16372.8,170.18
13148,20240124,63,22,11531.23,667.74
13149,20230822,39,89,5262.91,1302.39
13150,20240824,64,101,3235.14,1375.85
13151,20241212,60,5,5072.21,704.38
13152,20250908,20,32,11126.85,590.83
13153,20250506,28,116,10407.88,822.87
13154,20230317,96,49,5763.96,244.15
13155,20241010,14,36,3564.03,251.86
13156,20241011,77,73,7337.97,154.98
13157,20240510,75,14,3599.95,1322.0
13158,20250409,58,64,10370.6,1213.94
13159,20240427,39,32,8953.38,462.67
13160,20251219,58,9,9252.27,1064.41
13161,20250917,15,87,5594.06,1346.99
13162,20240910,73,109,2320.43,1239.35
13163,20240703,3,48,11931.93,369.52
13164,20241007,5,52,19492.93,515.65
13165,20240516,92,109,13542.43,498.6
13166,20250425,42,9,17815.55,724.22
13167,20230222,15,85,2379.26,775.58
13168,20240325,3,108,1685.15,503.12
13169,20230303,35,32,15438.46,1291.37
13170,20251112,7,108,9366.32,187.8
13171,20230213,94,10,16624.76,821.52
13172,20250330,24,93,9875.27,598.43
13173,20241020,31,98,1955.69,1229.15
13174,20241228,78,86,9348.46,1424.93
13175,20250501,80,69,13488.48,255.91
13176,20230216,4,11,10572.71,728.0
13177,20250330,3,58,4734.01,673.91
13178,20251113,99,28,18520.47,129.13
13179,20230330,9,88,13475.29,1305.86
13180,20250104,68,34,10766.55,393.7
13181,20230627,83,53,9760.81,221.18
13182,20251015,88,106,12444.32,1369.74
13183,20251218,60,40,9559.37,501.25
13184,20250619,11,64,6514.49,879.57
13185,20240313,79,116,8077.43,891.47
13186,20240301,36,10,4251.21,1499.53
13187,20250825,95,26,15346.43,1255.57
13188,20240430,72,43,16220.56,423.89
13189,20240404,2,105,14822.22,955.49
13190,20250709,50,71,9532.71,134.23
13191,20251104,3,44,4689.65,908.51
13192,20250117,67,71,19270.92,1395.75
13193,20230220,85,112,15529.89,212.29
13194,20231105,62,57,15630.55,241.66
13195,20251123,76,115,12677.03,159.43
13196,20251001,14,48,6002.14,898.54
13197,20240926,23,79,4068.29,589.56
13198,20230724,77,62,2682.45,218.26
13199,20250109,16,110,12654.82,430.61
13200,20251229,81,109,3993.77,1367.77
13201,20240616,18,61,7813.81,567.87
13202,20230418,13,67,16483.68,321.57
13203,20250525,56,45,6152.91,636.33
13204,20230908,90,61,5680.93,553.14
13205,20230515,45,90,14488.02,1023.48
13206,20241119,40,71,10653.76,442.97
13207,20240211,31,2,11465.95,108.33
13208,20230412,81,74,3013.53,1146.36
13209,20241123,32,94,6072.07,803.47
13210,20240208,1,47,7703.63,395.99
13211,20250324,35,67,19414.45,689.6
13212,20251022,36,102,1308.5,738.11
13213,20250504,83,29,17177.67,1368.94
13214,20251023,92,63,2941.71,124.47
13215,20250730,66,25,19760.93,1401.83
13216,20251017,29,110,4262.42,150.6
13217,20230626,43,4,6137.54,1481.85
13218,20250522,29,47,16674.2,808.48
13219,20240421,43,69,7481.18,720.07
13220,20240202,19,63,13141.22,1121.07
13221,20230808,64,6,11889.66,138.7
13222,20230622,92,83,13882.65,1266.53
13223,20250105,98,18,16555.87,1365.18
13224,20240516,31,116,6337.45,190.22
13225,20250130,19,102,17539.54,756.36
13226,20230511,96,36,19513.76,601.2
13227,20250308,29,76,13618.05,1133.78
13228,20250309,73,88,11539.03,1164.48
13229,20250718,7,57,19677.16,931.21
13230,20241223,58,30,2286.9,1242.33
13231,20251109,76,120,7999.93,1033.68
13232,20230803,60,14,5103.0,796.42
13233,20240502,51,39,2093.73,891.13
13234,20231109,95,2,17361.43,531.22
13235,20230320,82,34,7188.62,727.75
13236,20230629,92,58,3191.98,1409.92
13237,20250930,50,117,7967.77,1148.23
13238,20241105,21,84,7906.26,412.12
13239,20230114,9,100,2960.14,228.4
13240,20250508,34,116,10878.72,196.56
13241,20230903,34,87,2491.93,1292.63
13242,20251103,47,35,4448.71,1269.98
13243,20230409,24,34,14600.57,547.31
13244,20230202,80,85,6421.95,116.54
13245,20230914,28,102,13080.12,697.02
13246,20230203,46,110,4608.13,569.02
13247,20230119,51,8,10818.64,278.75
13248,20240811,99,43,2509.07,377.14
13249,20230517,6,63,1342.61,941.75
13250,20231225,63,115,11226.98,1106.04
13251,20250123,53,62,15676.83,899.87
13252,20240208,64,94,14220.77,333.89
13253,20230907,52,111,15572.47,537.04
13254,20240321,60,20,9951.28,1086.66
13255,20250811,41,52,14082.26,215.44
13256,20231005,11,84,2091.11,1056.74
13257,20230422,4,87,16784.51,1296.61
13258,20250115,14,84,7109.26,1209.15
13259,20241118,13,46,17541.13,905.83
13260,20240127,15,87,11769.42,1352.26
13261,20250826,8,4,2450.32,181.07
13262,20230523,88,62,8667.23,843.49
13263,20251121,11,10,16188.79,1181.29
13264,20230630,99,40,5230.17,741.72
13265,20240801,89,5,4053.41,1482.5
13266,20250308,23,96,837.33,125.56
13267,20230926,7,18,13924.31,564.59
13268,20240706,69,61,7821.2,1349.79
13269,20240924,32,57,3914.2,337.83
13270,20231002,92,63,12217.11,742.56
13271,20250112,44,89,3303.3,1136.53
13272,20230327,3,81,14630.52,798.91
13273,20251222,94,5,11873.09,634.6
13274,20240208,44,99,5320.28,128.33
13275,20230711,69,106,17550.51,1208.91
13276,20251120,51,21,11401.29,1096.85
13277,20230417,61,100,3013.87,1374.56
13278,20240913,51,19,14516.01,1367.05
13279,20231003,33,23,6632.92,1292.51
13280,20241012,20,69,15609.68,606.96
13281,20240709,30,33,8329.02,700.93
13282,20251223,44,4,1973.05,1392.89
13283,20240720,86,97,12788.62,309.04
13284,20240808,86,111,6551.34,135.7
13285,20250603,29,35,18867.06,1002.95
13286,20230509,21,59,16683.35,562.92
13287,20230913,82,42,7400.36,373.25
13288,20250722,53,90,1006.16,690.72
13289,20230819,11,101,10983.73,441.42
13290,20250512,10,86,13093.03,481.46
13291,20231221,35,75,13814.12,390.88
13292,20230526,26,49,7311.6,1167.7
13293,20251122,44,90,3260.25,1447.61
13294,20230917,4,41,11408.5,993.64
13295,20230328,74,77,10005.58,879.02
13296,20250422,57,78,19885.3,1343.24
13297,20230922,39,105,11705.83,131.64
13298,20240127,80,49,4042.48,399.48
13299,20230820,41,71,7549.42,749.35
13300,20250619,94,80,10859.54,247.49
13301,20240810,67,84,16833.39,653.33
13302,20240322,98,109,9878.49,634.77
13303,20240410,89,46,16108.93,1425.23
13304,20250722,36,64,3536.61,329.46
13305,20230508,4,50,7949.11,766.18
13306,20251115,74,43,10622.31,251.2
13307,20240726,13,27,961.14,1199.4
13308,20240525,70,34,15305.57,1148.99
13309,20240502,7,86,16728.74,1455.86
13310,20250609,28,63,6820.56,601.18
13311,20240801,59,102,19183.71,1485.37
13312,20250807,37,101,14748.13,1070.71
13313,20240210,15,67,16675.24,216.69
13314,20251115,30,27,13269.38,157.12
13315,20231230,74,7,16476.43,270.41
13316,20251219,12,99,19668.94,100.34
13317,20240704,81,109,17065.96,1070.06
13318,20231019,30,23,9736.29,1440.8
13319,20250227,1,66,12906.25,160.92
13320,20250326,36,88,11803.7,377.66
13321,20230710,88,2,10413.98,1443.94
13322,20240405,21,114,15511.19,448.55
13323,20241025,32,36,9054.84,1299.15
13324,20230821,63,58,6539.26,374.09
13325,20240418,82,81,1323.31,1456.95
13326,20241019,13,11,2215.1,645.42
13327,20230928,37,7,4821.21,1088.61
13328,20230620,44,66,3501.25,1422.77
13329,20230128,21,79,1058.12,488.15
13330,20230516,18,110,14073.99,704.44
13331,20250713,46,31,15327.39,483.0
13332,20240209,47,46,7410.47,784.19
13333,20250903,26,70,19731.88,1367.67
13334,20250606,5,101,11965.84,374.52
13335,20250505,5,110,2450.3,831.42
13336,20240319,31,53,7615.02,314.56
13337,20240309,28,93,11858.67,668.54
13338,20240523,77,68,19133.81,383.35
13339,20230203,75,46,13812.59,420.19
13340,20251022,65,37,672.4,757.94
13341,20231228,88,76,13554.69,1138.36
13342,20240828,13,27,13273.06,279.04
13343,20241216,18,25,17304.8,1206.63
13344,20230907,24,109,3066.62,1482.74
13345,20230527,29,12,16239.85,527.1
13346,20231214,28,60,17574.99,378.89
13347,20240203,45,17,16139.63,138.55
13348,20230505,86,50,8503.34,371.07
13349,20250201,84,76,13975.82,938.1
13350,20240202,11,95,16440.53,1284.4
13351,20230511,51,119,18960.04,107.01
13352,20240827,59,9,7014.27,982.96
13353,20250610,84,83,4542.51,304.38
13354,20250401,13,118,15254.16,1218.76
13355,20250620,47,29,2398.25,405.18
13356,20250802,88,117,11473.93,193.75
13357,20250101,43,25,17278.5,1472.81
13358,20231130,24,15,4846.06,750.74
13359,20251109,48,9,8066.62,628.0
13360,20230724,63,13,16572.08,905.79
13361,20250813,17,47,10292.9,878.11
13362,20231221,69,44,3967.38,164.3
13363,20250403,54,106,2136.65,584.3
13364,20251022,94,3,11366.1,955.62
13365,20250729,14,74,924.05,1422.03
13366,20230617,15,18,7128.54,1013.13
13367,20240103,73,10,12435.12,336.92
13368,20240619,78,36,606.53,113.55
13369,20250820,10,92,17427.98,1200.88
13370,20240802,22,57,19160.71,1265.25
13371,20250807,95,3,8508.9,356.65
13372,20230726,13,20,1293.19,549.38
13373,20251208,81,18,5959.68,1200.33
13374,20240627,65,49,13429.21,1057.36
13375,20230509,14,37,1333.22,285.08
13376,20240905,44,20,17156.15,1028.94
13377,20230204,39,74,16164.6,1092.78
13378,20250329,35,98,9522.86,1484.48
13379,20230718,65,64,15523.51,1349.69
13380,20230318,27,22,3816.12,150.96
13381,20240104,45,21,19154.22,249.3
13382,20250412,57,97,10207.5,664.13
13383,20240609,22,80,19710.21,548.76
13384,20231215,34,106,10765.89,246.6
13385,20240520,9,35,14336.43,1163.26
13386,20241004,50,100,16094.24,509.25
13387,20230826,54,1,15926.81,1286.81
13388,20230518,58,12,14866.26,594.89
13389,20240903,100,13,3165.7,1142.63
13390,20241110,96,8,8472.04,394.42
13391,20250418,62,115,11064.61,759.28
13392,20250726,38,31,14312.29,875.73
13393,20231221,84,5,8220.1,726.09
13394,20240731,27,44,11363.96,1188.96
13395,20250426,64,51,8764.45,1026.93
13396,20240712,3,100,14413.71,914.86
13397,20250428,11,111,2045.11,424.0
13398,20230520,24,25,14426.93,834.66
13399,20241024,29,45,16854.49,1085.1
13400,20230121,69,13,747.1,1419.05
13401,20230305,97,35,10923.8,294.14
13402,20251231,8,32,5386.36,1313.24
13403,20250916,19,72,8933.11,268.62
13404,20230611,68,22,15039.05,1055.67
13405,20230510,99,6,15619.99,997.51
13406,20240803,94,49,8331.55,1324.55
13407,20230813,69,11,2285.1,182.96
13408,20240802,48,71,12385.01,1339.52
13409,20250909,40,15,5942.6,557.25
13410,20251001,67,68,2766.08,772.04
13411,20230417,16,40,6639.39,1300.04
13412,20240912,64,34,11816.89,866.37
13413,20250419,8,120,18215.23,574.98
13414,20240730,5,107,4702.43,1191.25
13415,20230718,99,104,15396.78,193.85
13416,20240524,72,86,17314.44,1037.44
13417,20241028,100,30,3385.37,102.24
13418,20230320,25,19,608.4,154.47
13419,20250612,53,101,18934.36,1447.18
13420,20240526,49,114,2416.5,763.81
13421,20230907,72,62,3646.4,183.45
13422,20250607,21,62,8452.24,1345.61
13423,20251020,51,38,6253.2,267.71
13424,20240821,46,30,19637.12,148.97
13425,20250122,9,32,16600.24,649.67
13426,20240822,64,83,13155.3,328.27
13427,20250901,96,116,1015.64,207.22
13428,20240427,77,25,5220.81,415.44
13429,20250415,23,101,4267.36,186.45
13430,20230621,60,109,5586.5,639.55
13431,20250518,59,87,19012.07,1370.05
13432,20230117,8,12,8429.59,473.27
13433,20240129,64,9,17542.72,1128.84
13434,20230822,99,37,9724.54,208.43
13435,20230905,54,17,13441.17,147.52
13436,20230221,92,114,18857.97,414.82
13437,20230115,15,35,11854.35,1102.08
13438,20240316,52,115,7454.51,412.81
13439,20241126,93,111,9719.28,244.19
13440,20230107,51,113,9640.36,647.54
13441,20250405,4,105,16100.43,1003.32
13442,20251102,34,94,7046.73,1106.46
13443,20240422,24,60,1337.53,244.36
13444,20240922,21,4,13625.89,308.71
13445,20241215,2,41,17174.18,110.84
13446,20230425,7,68,10275.03,1408.74
13447,20240523,56,88,3229.37,702.05
13448,20230226,75,3,3326.96,101.39
13449,20240117,76,9,17895.94,995.23
13450,20250809,68,11,1926.76,1087.32
13451,20231002,35,96,10306.52,553.62
13452,20230213,26,107,6948.22,133.15
13453,20241218,18,116,5866.45,1492.47
13454,20231114,64,61,3857.93,511.8
13455,20240617,56,104,6344.77,214.81
13456,20230825,80,93,14457.01,1445.73
13457,20250611,55,98,12153.43,400.33
13458,20240531,12,112,2111.56,1002.59
13459,20230207,37,119,15200.06,794.87
13460,20241015,52,98,7412.79,1196.5
13461,20250116,19,21,4735.92,251.57
13462,20250420,15,25,16440.28,1169.32
13463,20240323,86,85,12900.38,715.41
13464,20241114,84,62,14586.64,298.05
13465,20230505,52,84,6461.17,1014.72
13466,20251224,77,24,15103.48,1367.47
13467,20250303,87,69,5870.5,556.21
13468,20250222,95,41,13761.05,1174.3
13469,20230814,26,57,4752.8,309.47
13470,20240409,45,66,12860.38,1487.36
13471,20241004,96,9,9401.61,1086.28
13472,20231020,21,107,3550.34,875.2
13473,20241221,81,8,12079.52,760.72
13474,20250125,93,96,723.71,1015.12
13475,20230615,53,58,13956.51,1201.73
13476,20250207,29,71,18929.01,271.67
13477,20251003,48,38,17973.6,1026.2
13478,20250520,86,20,19518.11,1386.9
13479,20251211,19,47,9045.36,483.25
13480,20240720,54,79,16675.25,1182.45
13481,20251103,78,103,3262.34,248.8
13482,20240824,87,28,831.92,1359.4
13483,20250623,2,95,3593.93,153.21
13484,20230210,32,60,9147.47,112.75
13485,20251026,62,22,3673.06,627.73
13486,20230830,97,104,9356.63,842.3
13487,20230611,7,113,5097.0,735.95
13488,20251015,98,51,4715.2,355.69
13489,20241122,68,24,18430.12,1222.65
13490,20250319,87,98,10643.44,1084.97
13491,20250905,84,73,13654.12,1327.69
13492,20240601,22,61,8276.08,128.84
13493,20250616,29,2,3719.7,582.23
13494,20250221,3,109,14427.16,376.86
13495,20250222,22,89,9149.35,992.3
13496,20230326,84,76,16907.39,1465.06
13497,20251030,89,55,2093.01,515.31
13498,20230518,98,4,7979.51,1296.78
13499,20250123,53,115,3644.57,1314.12
13500,20250624,93,104,14035.16,501.28
13501,20241213,57,58,7078.96,209.08
13502,20230605,10,13,8617.42,1312.43
13503,20240212,40,93,7315.32,1221.61
13504,20250225,20,96,16894.4,970.85
13505,20240802,87,27,11490.12,636.75
13506,20240707,11,30,14316.35,403.14
13507,20240131,8,110,14948.75,560.16
13508,20250320,93,103,14291.6,248.6
13509,20250819,36,62,18918.66,1256.11
13510,20240625,25,65,13220.3,292.86
13511,20251029,39,11,13153.54,289.72
13512,20250913,98,87,16283.76,1342.68
13513,20230619,96,49,819.18,1064.76
13514,20231017,62,17,1636.27,458.82
13515,20250109,87,15,5343.3,481.52
13516,20240810,21,27,4040.4,1313.18
13517,20250104,19,117,3487.72,922.37
13518,20240401,25,10,11275.06,684.36
13519,20241201,87,80,4322.48,1356.99
13520,20250905,83,101,19347.23,388.32
13521,20230215,5,28,4085.35,861.66
13522,20251106,83,2,3747.22,1401.8
13523,20230819,99,103,11674.65,770.93
13524,20250807,12,35,4032.95,511.11
13525,20240928,25,15,13472.6,1492.17
13526,20230422,5,59,17239.49,835.68
13527,20240815,76,75,8997.69,675.42
13528,20250508,27,33,7322.48,563.39
13529,20240126,4,55,13946.8,548.84
13530,20240127,83,80,16210.38,323.97
13531,20231124,45,75,6405.7,1192.17
13532,20250116,47,84,16324.16,656.57
13533,20240102,88,52,15450.93,895.13
13534,20230323,28,19,9916.32,1045.04
13535,20250316,97,39,9431.23,832.86
13536,20250401,35,114,2540.73,529.13
13537,20250809,16,87,2209.72,1188.38
13538,20240107,12,60,15083.71,845.36
13539,20230921,80,10,11908.21,300.28
13540,20230420,75,72,10038.4,440.19
13541,20231103,43,66,1397.3,393.16
13542,20230814,28,56,1589.69,765.97
13543,20230704,87,7,18455.89,223.54
13544,20250821,81,90,13386.78,980.94
13545,20230131,19,40,8026.38,1313.26
13546,20240905,75,19,14150.97,1046.77
13547,20230409,68,70,5530.05,470.47
13548,20250321,74,97,8480.72,761.16
13549,20241013,55,119,9504.5,476.7
13550,20250324,83,11,1100.28,573.85
13551,20251016,36,52,19858.66,1130.28
13552,20250904,62,100,7942.37,909.34
13553,20230329,39,12,19359.88,368.82
13554,20251222,41,92,13133.22,1133.67
13555,20250710,60,62,18618.83,1480.79
13556,20240808,86,73,1558.89,1189.83
13557,20250328,66,23,19235.36,732.55
13558,20250720,59,40,8437.54,411.89
13559,20250307,97,70,3166.3,494.14
13560,20251015,40,50,13587.78,188.05
13561,20251009,91,64,15370.99,525.51
13562,20250830,19,19,13167.88,1012.6
13563,20240924,55,84,11031.39,1127.95
13564,20231212,46,18,16419.61,867.9
13565,20241224,4,27,13879.03,1341.89
13566,20250619,83,97,12561.54,335.95
13567,20251103,62,93,6678.57,841.43
13568,20230516,25,73,17609.09,269.23
13569,20240201,63,109,13990.84,460.11
13570,20250302,70,44,18040.0,1391.2
13571,20230320,13,58,12319.55,1435.41
13572,20241205,86,62,16097.17,302.08
13573,20250908,4,50,17746.52,700.44
13574,20251210,2,91,11061.92,1155.26
13575,20250113,67,53,14443.58,1044.51
13576,20240119,30,103,11741.64,1070.12
13577,20240110,4,61,14551.97,953.39
13578,20230725,48,75,10695.76,360.87
13579,20240503,43,50,16100.72,1207.57
13580,20250530,93,54,16242.7,995.67
13581,20240923,45,42,1406.99,846.51
13582,20240814,97,59,4471.0,209.1
13583,20251201,13,8,4273.5,339.32
13584,20240616,47,14,6787.13,1173.9
13585,20240605,96,110,9789.1,628.5
13586,20250404,28,13,14833.09,881.85
13587,20240820,37,71,6360.68,1320.88
13588,20230423,28,79,13198.8,321.14
13589,20250103,27,102,17293.59,349.07
13590,20231114,89,44,9226.36,667.96
13591,20250922,30,43,13317.58,1045.42
13592,20230801,6,120,17029.52,332.82
13593,20230910,94,18,14635.62,843.23
13594,20230504,9,36,2516.8,1069.95
13595,20240915,6,31,3458.33,527.41
13596,20251224,29,4,2102.76,593.46
13597,20250616,87,77,6004.01,1326.91
13598,20230904,70,39,577.49,353.33
13599,20240316,86,94,12388.42,1177.54
13600,20230214,66,55,1017.36,353.46
13601,20241019,95,19,9251.15,705.33
13602,20250529,53,68,10126.64,1120.53
13603,20251013,70,65,13086.47,625.6
13604,20240707,5,40,5167.33,209.78
13605,20250319,20,96,17421.8,595.8
13606,20250828,12,76,10332.46,420.03
13607,20241230,8,76,13957.78,311.09
13608,20251017,58,84,7249.35,948.55
13609,20250811,49,75,5706.3,152.35
13610,20251226,64,117,11888.48,1286.32
13611,20251130,50,117,17957.25,1155.17
13612,20230409,97,113,14486.36,1156.34
13613,20250521,39,30,14126.67,1136.56
13614,20231028,40,113,10131.22,479.43
13615,20240502,31,119,635.03,276.77
13616,20251001,3,108,17634.11,1489.74
13617,20240421,83,95,5202.11,1493.68
13618,20250510,72,28,9744.73,1429.41
13619,20250319,30,108,4261.15,1049.27
13620,20240601,95,49,16372.21,749.28
13621,20240403,29,93,1156.58,376.33
13622,20230818,70,41,13299.18,867.73
13623,20230108,56,86,1447.73,518.31
13624,20230714,66,109,18405.48,372.93
13625,20251108,87,49,1571.54,1177.11
13626,20231220,63,29,17850.88,254.29
13627,20251208,30,1,5415.69,1190.16
13628,20240408,53,85,13236.93,421.47
13629,20231222,46,31,12920.14,101.06
13630,20250429,9,27,17108.28,329.35
13631,20250831,7,35,8355.3,1289.42
13632,20230307,63,8,10819.3,828.12
13633,20250508,47,40,8014.15,1174.34
13634,20240724,44,58,13281.41,521.73
13635,20231104,49,72,6557.76,1389.97
13636,20250221,79,6,12983.67,1358.63
13637,20230501,79,15,15189.61,549.84
13638,20250204,85,21,3033.71,1291.64
13639,20250211,62,37,7904.5,443.64
13640,20230406,59,70,1183.1,1468.35
13641,20250913,78,54,2273.11,823.08
13642,20240623,75,29,1433.15,873.43
13643,20230102,75,58,14256.72,126.1
13644,20240802,84,89,19607.65,1149.51
13645,20231129,13,87,12425.36,443.07
13646,20251113,30,102,7118.21,339.92
13647,20250111,84,91,15561.01,625.54
13648,20240520,43,106,10407.66,559.94
13649,20250926,51,87,3200.88,296.8
13650,20250102,8,19,17977.3,1209.83
